EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
462408253,NATIONAL PARKS ARTS FOUNDATION,% TANYA ORTEGA,NATIONAL PARKS ARTS FOUNDATION 101,SANTA FE,NM,87501-0000,0000,03,3,1000,201309,1,15,000000000,1,01,202412,2,4,01,0,12,20263.0,214695.0,214695.0,A25,
462523787,INTERNATIONAL LAND-SENSITIVE ART FOUNDATION,% EILEEN BRAZIEL,PO BOX 9270,SANTA FE,NM,87504-9270,0000,03,3,2000,201309,1,15,000000000,1,01,202212,0,0,02,0,12,0.0,0.0,0.0,A20,ILSAF
462645141,DARK CIRCLES CONTEMPORARY DANCE,% JOSHUA L PEUGH,3836 CASPIAN RD,LAS CRUCES,NM,88012-8021,0000,03,3,1000,201408,1,15,000000000,1,01,202508,0,0,02,0,08,0.0,0.0,0.0,A62,
462646943,COUNTRY DANCE & SONG SOCIETY INC,% LONNIE LUDEMAN,5085 ROCK HOUSE RD,LAS CRUCES,NM,88011-9395,9228,03,9,1000,199305,1,16,090000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A242,SOUTHERN NEW MEXICO MUSIC AND DANCE
462763023,RIO RANCHO CREATIVE CROSSROADS,% NEAL SHOTWELL,5033 WHITE OWL WAY NE,RIO RANCHO,NM,87144-0884,0000,03,3,1200,201406,1,15,000000000,1,01,202506,2,3,01,0,06,19975.0,70218.0,70218.0,A68,RIO RANCHO YOUTH CHORUS
462970710,ROUGH RIDER MOTORCYCLE RALLY INC,,PO BOX 51,LAS VEGAS,NM,87701-0051,0000,03,3,1000,201506,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A23,
463023123,WOMEN IN DESIGN,% AMY CHAVEZ,516 ATLANTIC AVE SW,ALBUQUERQUE,NM,87102-4111,0000,03,3,1200,201602,1,16,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A03,
463089699,NEW MEXICO FILM FOUNDATION,,313 CAMINO ALIRE STE 8,SANTA FE,NM,87501-2319,0000,03,3,1200,201412,1,15,000000000,1,01,202406,4,3,02,0,06,109839.0,30282.0,30282.0,A12,
463360674,ARROYO SECO LIVE,% JOHN HENDERSON,PO BOX 285,ARROYO SECO,NM,87514-0285,0000,03,3,1000,201409,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A68,
463390989,PROSPECT CHINESE ACADEMY,% LEI YANG,9600 RANCHITOS RD NE,ALBUQUERQUE,NM,87122-2532,0000,03,3,1200,201807,1,16,000000000,1,01,202407,0,0,02,0,07,0.0,0.0,0.0,A20,
463477900,AZTEC HIGHLAND GAMES CELTIC MUSIC FESTIVAL,% JESSICA POLATTY,1214 GILA CIR,AZTEC,NM,87410-2522,0000,03,3,1200,201501,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A20,
463626358,AFME FOUNDATION,% KIRA A SIPLER,9404 BEAR MOUNTAIN TRL NE,ALBUQUERQUE,NM,87113-1335,0000,03,3,1000,201407,1,16,000000000,1,01,202412,3,4,01,0,12,26324.0,116190.0,75080.0,A31,
463719366,CFILE FOUNDATION,% GARTH R CLARK,720 AVENIDA CASTELLANO,SANTA FE,NM,87501-8902,0000,03,3,2000,201410,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A25,
463953909,FRIENDS OF HISTORIC LINCOLN,% RORY MCMINN,PO BOX 83,LINCOLN,NM,88338-0083,0000,03,3,1000,201409,1,15,000000000,1,01,202410,0,0,02,0,10,0.0,0.0,0.0,A80,
464035584,YOUNG PROFESSIONALS FOR THE ARTS COLLECTIVE,% SARA MITCHELL,1705 N DELAWARE AVE,ROSWELL,NM,88201-3225,0000,03,3,1000,201505,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A20,
464146280,TAOS ONSTAGE,,PO BOX 966,RNCH DE TAOS,NM,87557-0966,0000,03,3,2000,201409,1,16,000000000,1,01,202506,3,3,01,0,06,65645.0,75895.0,75895.0,A65,
464410942,IRIDIUM MUSIC INCORPORATED,% ERIC LAU,1829 DAKOTA ST NE,ALBUQUERQUE,NM,87110-5945,0000,03,3,2000,201408,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A68,
464670469,TROPICS INCORPORATED,% RYANN BOSETTI,400 N BROADWAY ST,T OR C,NM,87901-2836,0000,03,3,1000,201409,1,16,000000000,1,01,202603,0,0,02,0,03,0.0,0.0,0.0,A20,
464964437,CATRON COUNTY HISTORICAL SOCIETY,% SALLY BLUM,PO BOX 263,QUEMADO,NM,87829-0263,0000,03,3,2000,201808,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A80,
465361266,SOUTHERN NEW MEXICO LIVING HISTORY FOUNDATION,% CRYSTAL SCHNEIDER,9545 HONDO RD,LAS CRUCES,NM,88012-6141,0000,03,3,1200,201505,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A12,
465671108,FRIENDS OF THE KLONDIKE CORRIDOR INC,% DONNA LARSEN,9455 WIND DANCER TRL,LAS CRUCES,NM,88011-9380,0000,03,3,1200,201412,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A80,
465769650,OLGA KERN INTERNATIONAL PIANO COMPETITION INC,% THOMAS C BIRD,PO BOX 14314,ALBUQUERQUE,NM,87191-4314,0000,03,3,1200,201501,1,15,000000000,1,01,202508,4,4,01,0,08,117428.0,151813.0,151813.0,A68,
470847442,LOS ALAMOS COMMUNITY WINDS,% HEIDI MORNING,PO BOX 33,LOS ALAMOS,NM,87544-0033,0000,03,3,1000,200207,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A6C,
470902734,MUSEUM OF ARCHAEOLOGY AND BIBLICAL HISTORY,,9833 WINDMILL RD NW,ALBUQUERQUE,NM,87114-5602,0000,03,3,1200,201904,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A51,
470910372,ENSEMBLE MUSIC NEW MEXICO,%,PO BOX 7464,ALBUQUERQUE,NM,87194-7464,0000,03,3,2000,200308,1,16,000000000,1,01,202408,6,5,01,0,08,1255686.0,754841.0,754841.0,A60,
470934273,AFROMUNDO,% LOIDA MARITZA PEREZ,2422 DORA AVE NW,ALBUQUERQUE,NM,87104-1511,0000,03,3,1000,200512,1,16,000000000,1,01,202406,3,4,01,0,06,63261.0,129209.0,129209.0,A23,
471002663,PIE TOWN RISING STARS,% PIE TOWN RISING STARS,PO BOX 703,PIE TOWN,NM,87827-0703,0000,03,3,2000,201504,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A20,
471101236,CLARK HULINGS FUND LLC,,1012 PLACITA DON ANDRES,SANTA FE,NM,87501-1249,0000,03,3,1000,201409,1,16,000000000,1,01,202412,3,1,02,0,12,35356.0,8713.0,8713.0,A40,
471136307,RT66 ARTS ALLIANCE,% SANDRA HOLZMAN,PO BOX 2014,EDGEWOOD,NM,87015-2014,0000,03,3,1200,201512,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A20,
471141987,SOUTHWEST NEW MEXICO ARTS CULTURE AND TOURISM,,PO BOX 2383,SILVER CITY,NM,88062-2383,0000,03,3,1000,201503,1,15,000000000,1,01,202412,2,4,01,0,12,21578.0,148483.0,148483.0,A20,
471314790,SANTA FE JAZZ,,2001 FORT UNION DR,SANTA FE,NM,87505-7536,0000,03,3,2000,201408,1,15,000000000,1,01,202412,2,3,01,0,12,12573.0,75748.0,75748.0,A60,
471340528,WAY WAY OFF-BROADWAY THEATRE COMPANY,% ANTHONY C SOUZA,608 WRANGLER RD,ROSWELL,NM,88201-8930,0000,03,3,1230,201411,1,16,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A65,
471480206,ART AMBASSADOR FOR A COLORFUL WORLD,,12 CLINT RD,TAOS,NM,87571-9523,0000,03,3,1000,201411,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A25,
471583307,HISPANIC ROUND TABLE DE NUEVO MEXICO,% RALPH ARELLANES,PO BOX 13418,ALBUQUERQUE,NM,87192-3418,0000,03,3,1200,201409,1,16,000000000,1,01,202512,1,3,01,0,12,1.0,53825.0,53825.0,A01,
471628454,ARTISTIC GIVING COUNCIL,% SCOT HENDERSON JONES,PO BOX 3065,TAOS,NM,87571-3065,0000,03,3,1000,201409,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A99,
471722318,UPSTART CROWS OF SANTE FE,% CARYL FARKAS,6 MONTE ALTO PL,SANTA FE,NM,87508-8816,0000,03,3,2000,201501,1,15,000000000,1,01,202512,3,3,01,0,12,49665.0,57945.0,57945.0,A99,
471972899,ALBUQUERQUE BARBERSHOP COMMUNITY CONSORTIUM,% JOSEPH VERTREES,32 EL GALLO RD,CEDAR CREST,NM,87008-9489,0000,03,3,1200,201504,1,16,000000000,5,01,202512,0,0,02,0,12,0.0,0.0,0.0,A6B,ABCC
472014845,ROCKY MOUNTAIN HAM RADIO NEW MEXICO INC,,PO BOX 20036,ALBUQUERQUE,NM,87154-0036,0000,03,3,1280,201502,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A34,
472057366,SANTA FE FILM INSTITUTE,% JACQUES PAISNER,418 MONTEZUMA AVENUE,SANTA FE,NM,87501-2579,0000,03,3,1000,201601,1,15,000000000,1,01,202412,3,4,01,0,12,50511.0,376019.0,376019.0,A31,
472285460,SILVER CITY COMMUNITY THEATRE,% PHYLLIS MCQUAIDE,PO BOX 402,SILVER CITY,NM,88062-0402,0000,03,3,1200,201503,1,16,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A65,
472719636,TAOS JAZZ BEBOP SOCIETY INC,% ERIC GLADSTONE,PO BOX 2044,TAOS,NM,87571-2044,0000,03,3,2000,201501,1,15,000000000,1,01,202512,2,4,01,0,12,17892.0,110652.0,110652.0,A68,
473091625,INSTITUTE FOR NATIVE NATIONS INC,,4604 ATLANTIC ST,FARMINGTON,NM,87402-1711,0000,03,3,1278,202402,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A19,
473189806,BRADBURY SCIENCE MUSEUM ASSOCIATION,,108 CENTRAL PARK SQUARE 208,LOS ALAMOS,NM,87544-4020,0000,03,3,1000,201512,1,16,000000000,1,01,202412,4,4,01,0,12,446188.0,409050.0,145203.0,A11,
473211153,HIGH DESERT BIG BAND,,500 NICKLAUS DR SE,RIO RANCHO,NM,87124-3484,0000,03,3,1200,201503,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A6C,
473644746,OUR LADY OF LIGHT HISTORIC FOUNDATION INC,,137 OLD LAMY TRL,LAMY,NM,87540-9515,0000,03,3,1000,201604,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A80,
473773518,LAS CRUCES COMMUNITY RADIO,% BRUCE A ERNST,121 WYATT DR STE 9,LAS CRUCES,NM,88005-2960,0000,03,3,1000,201606,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A34,
473803803,HOLT-SMITHSON FOUNDATION,% DIANE KARP,1000 CORDOVA PLACE 705,SANTA FE,NM,87505-1725,0000,03,3,2000,202406,1,03,000000000,1,01,202412,8,5,00,1,12,32863924.0,741932.0,,A11,
473852679,WINGS OVER THE BORDER,,PO BOX 1664,COLUMBUS,NM,88029-1664,0000,03,3,2000,201509,1,15,000000000,1,01,202212,0,0,02,0,12,0.0,0.0,0.0,A54,
473897020,GEORGIA AMERICAN REVOLUTION PRESERVATION ALLIANCE,% DAPHNE OWENS,PO BOX 542,RESERVE,NM,87830-0542,0000,03,3,1200,201606,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A80,
473905628,INTERMEDIA PROJECTS INC,% JACK OX,2710 HYDER AVE SE,ALBUQUERQUE,NM,87106-3033,0000,03,3,1200,201505,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A99,
473979026,LAS CRUCES UKES,,3944 SOMBRA MORADA RD,LAS CRUCES,NM,88012-0702,0000,03,3,2000,201703,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A68,
474070100,ENCHANTMENT HISTORICAL PRODUCTIONS,,1 LEBANON ARC,LAS CRUCES,NM,88005-3749,0000,03,3,2300,201510,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A20,
474258780,ALMA,% APPRENTICESHIPS FOR LEADERS,PO BOX 12885,ALBUQUERQUE,NM,87195-0885,0000,03,3,1000,201903,1,15,000000000,1,01,202412,3,4,01,0,12,58232.0,285360.0,285234.0,A6E,
474400214,NEW MEXICO ACTORS LAB,% ROBERT BENEDETTI,1213 PARKWAY DR STE B,SANTA FE,NM,87507-7260,0000,03,3,2000,201507,1,16,000000000,1,01,202506,4,4,01,0,06,143007.0,196910.0,196910.0,A65,
474625315,JULIAN GARCIA HERITAGE FOUNDATION,% EDWARD T GARCIA,PO BOX 26207,ALBUQUERQUE,NM,87125-6207,0000,03,3,2000,202104,1,03,000000000,1,01,202412,6,3,00,1,12,1182034.0,72000.0,,A51,
475118834,INCITE SHAKESPEARE COMPANY SANTA FE,% VINCENT FAUST,7 AV VISTA GRANDE B7 STE 489,SANTA FE,NM,87508-0000,0000,03,3,2300,201510,1,16,000000000,1,01,202512,3,4,01,0,12,38226.0,107975.0,107975.0,A99,DBA ISC SANTA FE INCITE SHAKES IN
475184504,VENERATION DANCE INC,% AMBER HOFFMAN,648 TROON DR SE,RIO RANCHO,NM,87124-2172,0000,03,3,2000,201511,1,16,000000000,1,01,202506,0,0,02,0,06,0.0,0.0,0.0,A70,
475282022,CREATIVE CARLSBAD,% JULIA V HEATON,102 S CANYON ST,CARLSBAD,NM,88220-5733,0000,03,3,1200,201606,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A25,
475341875,VIRUS THEATER,,PO BOX 1765,SILVER CITY,NM,88062-1765,0000,03,3,1230,201511,1,16,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A65,
475561266,ABQ CORO LUX,,1713 LAFAYETTE DR NE,ALBUQUERQUE,NM,87106-1003,0000,03,3,2000,201512,1,16,000000000,1,01,202406,2,4,01,0,06,16465.0,114901.0,114901.0,A6B,
475643427,WAY OF THE RAIN INC,,903 W ALAMEDA ST PMB 506,SANTA FE,NM,87501-1681,0000,03,3,1000,201608,1,15,000000000,1,01,202412,4,4,01,0,12,234455.0,262606.0,254606.0,A20,
481275323,ALLIANCE FOR LOCAL ECONOMIC PROSPERITY,,PO BOX 33132,SANTA FE,NM,87594-3132,0000,03,3,1000,200306,1,15,000000000,1,01,202412,4,4,01,0,12,101988.0,191706.0,191706.0,A60,
510143728,SWEET ADELINES INTERNATIONAL,% JUDY MOORE,12413 VIEW CT NE,ALBUQUERQUE,NM,87112-3654,1321,03,9,2000,195510,1,16,119059000,5,01,202504,4,4,01,0,04,175404.0,121829.0,121829.0,A6BZ,21 GOLDEN WEST REGION
510160714,GRANT COUNTY ART GUILD,% TOM VAUGHAN,316 N BULLARD ST,SILVER CITY,NM,88061-5310,0000,03,3,1200,200307,1,15,998000000,1,01,202412,3,4,01,0,12,58229.0,203514.0,45973.0,A20,
510202622,LA SOCIEDAD FOLKLORICA DE NUEVO MEXICO,% BERNADETTE LUCERO,PO BOX 24433,SANTA FE,NM,87502-9433,0000,03,3,2000,201503,1,16,119064000,1,01,202312,0,0,02,0,12,0.0,0.0,0.0,A23,
510561606,CHRISTOPHER FOUNDATION FOR THE ARTS,% SCOTT CHRISTOPHER,10 CUESTA LN,SANTA FE,NM,87508-8782,0000,03,3,2000,200704,1,03,000000000,1,01,202412,5,1,00,1,12,591046.0,8383.0,,A40,
510575116,GLASS ALLIANCE-NEW MEXICO,% DAVID GOLDHEIM,PO BOX 23823,SANTA FE,NM,87502-3823,0000,03,3,2000,200611,1,15,000000000,5,01,202509,0,0,02,0,09,0.0,0.0,0.0,A20,
510663478,PLEIN AIR PAINTERS OF NEW MEXICO INC,% ANITA BLYTHE,PO BOX 20503,ALBUQUERQUE,NM,87154-0503,0000,06,3,1000,200905,2,00,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A70,
521576349,ASSOCIATION FOR INFORMAL LOGIC & CRITICAL THINKING,% DONALD HATCHER,1012 CALLE DORTHIA,SANTA FE,NM,87506-9591,0000,03,3,1000,199011,1,15,123000000,5,01,202512,0,0,02,0,12,0.0,0.0,0.0,A99Z,AILACT
521757846,THE SHAKESPEARE GUILD INCORPORATED,,14 VIA SAN MARTIN,SANTA FE,NM,87506-7543,0000,03,3,1000,199202,1,15,123000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A99Z,
542149500,SANTA FE JIN,% SHIZUKO T KOBAYASHI,PO BOX 29903,SANTA FE,NM,87592-1903,0000,03,3,1000,200503,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A23,
562282616,EAST MOUNTAIN COMMUNITY THEATRE,,PO BOX 1697,CEDAR CREST,NM,87008-1697,0000,03,3,1200,201404,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A65,
562379701,DALI BALLET COMPANY,,143 EL PASO RD,RUIDOSO,NM,88345-6033,0000,03,3,1200,200310,1,15,000000000,1,01,202412,4,3,01,0,12,226014.0,94761.0,94761.0,A62,
562440106,VETERANS MEMORIAL PARK,% MAGGIE ALLEN,996 S BROADWAY ST,T OR C,NM,87901-3198,0000,03,3,1000,201308,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A80,
562545300,GILA MIMBRES COMMUNITY RADIO,% THE ORGAINIZATION,519B N BULLARD ST,SILVER CITY,NM,88061-5408,0000,03,3,1000,200802,1,15,000000000,1,01,202412,4,3,01,0,12,338807.0,95440.0,95440.0,A34,GMCR
562644410,AMP CONCERTS,,1013 VASSAR DR NE,ALBUQUERQUE,NM,87106-2630,0000,03,3,1000,200710,1,16,000000000,1,01,202412,6,6,01,0,12,3773335.0,1182562.0,1182562.0,A65,
576218067,DREAMS DRAMA DRUMS TR,% RONALD DANS,200 SUNNY SLOPE DR,SANTA FE,NM,87501-1644,0000,03,3,1200,200510,1,15,000000000,2,01,202512,0,0,02,0,12,0.0,0.0,0.0,A60,DANS RONALD TTEE
581485403,SWEET ADELINES INTERNATIONAL,% DONA BERARDINELLI,1819 BOLD RULER RD SE,ALBUQUERQUE,NM,87123-2386,1321,03,9,2000,195510,1,16,119000000,5,01,202504,0,0,02,0,04,0.0,0.0,0.0,A6B0,2119 ENCHANTED MESA SHOW CHAPTER
611471914,URASENKE NEW MEXICO ASSOCIATION,% MARY DEMEO,1737 55TH ST NW,ALBUQUERQUE,NM,87105-1049,0000,03,3,1200,200511,1,16,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A23,
611698669,AMIGOS DEL RANCHO LOS LUCEROS INC,% ANDRES V ROMERO,PO BOX 24,ALCALDE,NM,87511-0024,0000,03,3,1000,201411,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A80,
611766621,GALISTEO ART ASSOCIATION INC,% BARBARA SEILER,5637 STATE HIGHWAY 41 BOX 14,GALISTEO,NM,87540-9644,0000,03,3,2000,201508,1,16,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A20,
611997803,ABCS OF CREATIVE ARTS ACADEMY INCORPORATED,% MARIE JONES,209 CACTUS DR,CLOVIS,NM,88101-3333,0000,03,3,1230,202203,1,15,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A20,
650139010,DANCEARTS FOUNDATION INC,% ANDREA SEIDEL,605 RIDGE POINTE LN,SANTA FE,NM,87506-4509,0000,03,3,2000,199009,1,15,090000000,1,01,202509,0,0,02,0,09,0.0,0.0,0.0,A62Z,
651209701,CULTURAL ENERGY,% ROBIN COLLIER,112 CIVIC PLAZA DR,TAOS,NM,87571-6400,0000,03,3,1238,202303,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A30,
651294599,OSO VISTA RANCH,% MARGARET MERRILL,PO BOX 700,RAMAH,NM,87321-0700,0000,03,3,1000,200705,1,15,000000000,1,01,202506,1,0,02,0,06,1.0,0.0,0.0,A23,
680488709,SOL ARTS,% JEFF BENHAM,626 GIRARD BLVD NE,ALBUQUERQUE,NM,87106-2710,0000,03,3,1000,200204,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A20,
680493107,ARAWAKA INC,,PO BOX 278,RIBERA,NM,87560-0278,0000,03,3,2700,200208,1,15,000000000,1,01,202412,6,5,01,0,12,1438315.0,749500.0,507345.0,A23,
710885753,ALBUQUERQUE CONCERT BAND,% THOMAS SCHRIPSEMA,PO BOX 11205,ALBUQUERQUE,NM,87192-0205,0000,03,3,1200,201408,1,15,000000000,1,01,202412,0,0,02,0,12,0.0,0.0,0.0,A68,
710967585,MARIACHI SPECTACULAR,% BRIAN OCONNELL,6260 RIVERSIDE PLAZA LN NW STE A,ALBUQUERQUE,NM,87120-1707,0000,03,3,2000,200501,1,15,000000000,1,01,202412,4,4,01,0,12,265353.0,430288.0,430288.0,A68,
710976082,RIO RANCHO ART ASSOCIATION,% KANDACE GLASER,PO BOX 45445,RIO RANCHO,NM,87174-5445,0000,06,3,2000,201812,2,00,000000000,1,01,202512,0,0,02,0,12,0.0,0.0,0.0,A20,
